id,source,tokens,labels,nested-labels,ds_type
336,http://de.wikipedia.org/wiki/HMAS_Nizam_(G38) [2009-12-21] ,"['Am', '31.', 'Juli', '1943', 'fischte', 'sie', 'sechs', 'Überlebende', 'des', 'britischen', 'Handelsschiffs', 'Cornish', 'City', 'auf', ',', 'das', 'zwei', 'Tage', 'zuvor', 'südöstlich', 'von', 'Madagaskar', 'von', 'dem', 'deutschen', 'U-Boot', 'U', '177', 'torpediert', 'und', 'versenkt', 'worden', 'war', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOCderiv', 'O', 'B-OTH', 'I-OTH', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'B-LOCderiv', 'O', 'B-OTH', 'I-OTH', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",train
337,http://www.berlinerliteraturkritik.de/detailseite/artikel/literaturkalender-fuer-schweiz-februar-2010.html [2010-01-29] ,"['Der', 'Schauspieler', 'seinerseits', 'steht', 'bei', 'jeder', 'literarischen', 'Vorlage', 'vor', 'der', 'Aufgabe', ',', 'sich', 'den', 'Text', 'anzueignen', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",train
338,http://www.verivox.de/News/ArticleDetails.asp?aid=19068 [2007-04-28] ,"['Den', '""', 'connect', '""', '-Testsieg', 'teilen', 'sich', 'das', 'Nokia', '5200', 'und', 'das', 'Sony', 'Ericsson', 'W200i', '.']","['O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'B-OTH', 'I-OTH', 'O', 'O', 'B-OTH', 'I-OTH', 'I-OTH', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",train
339,http://de.wikipedia.org/wiki/Vergessene_Reiche [2009-12-04] ,"['Manch', 'andere', 'dagegen', 'sind', 'nur', 'in', 'bestimmten', 'Gebieten', 'oder', 'aufgrund', 'ihrer', 'geringen', 'Zahl', 'selten', 'anzutreffen', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",train
340,http://de.wikipedia.org/wiki/Paul_Auster [2010-01-16] ,"['2004', 'beteiligte', 'er', 'sich', 'neben', '16', 'anderen', 'Autoren', 'an', 'dem', 'literarisch-musikalischen', 'Projekt', 'As', 'Smart', 'As', 'We', 'Are', 'der', 'Band', 'One', 'Ring', 'Zero', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-OTH', 'I-OTH', 'I-OTH', 'I-OTH', 'I-OTH', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",train
341,welt.de vom 10.10.2005 [2005-10-10] ,"['In', 'einer', 'Fernsehdiskussion', 'traf', 'er', 'auf', 'den', 'Kritiker', 'Alexander', 'Walker', ',', 'der', 'zuvor', 'seinen', '""', 'Teufel', 'von', 'Loudun', '""', 'als', '""', 'schrecklich', 'anstößig', '""', 'bezeichnet', 'hatte', 'und', 'als', 'Beleg', 'Szenen', 'anführte', ',', 'die', 'es', 'so', 'im', 'Film', 'gar', 'nicht', 'gibt', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'B-OTH', 'I-OTH', 'I-OTH', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",train
342,http://de.wikipedia.org/wiki/Borealer_Schild [2009-07-28] ,"['Heutzutage', 'nutzt', 'der', 'Mensch', 'die', 'Gewässer', 'des', 'Gebietes', 'in', 'erster', 'Linie', 'zur', 'Erzeugung', 'von', 'elektrischem', 'Strom', 'und', 'zur', 'Erholung', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",train
343,http://www.handelsblatt.com/news/_pv/_p/200812/_t/ft/_b/1418575/default.aspx/index.html [2008-04-17] ,"['Ähnlich', 'wie', 'im', 'Lebensmittelbereich', 'hat', 'Bio-Mode', 'die', 'Zielgruppe', 'der', 'wollsockentragenden', 'Idealisten', 'verlassen', '\x96', 'inzwischen', 'interessieren', 'sich', 'meist', 'besser', 'verdienende', 'Kunden', 'dafür', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",train
344,http://jetzt.sueddeutsche.de/texte/anzeigen/396230/TrkHomeTagesticker [2007-08-29] ,"['Und', 'wurdest', 'du', 'bei', 'einem', 'in-echt-Treffen', 'schon', 'mal', 'so', 'richtig', 'überrascht', '?']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",train
345,http://www.ln-online.de/artikel/2616498/Choreographin_Pina_Bausch_gestorben.htm [2009-06-30] ,"['Der', 'Pariser', 'Bürgermeister', 'Bertrand', 'Delanoë', 'sprach', 'von', 'einer', '""', 'wahren', 'Liebesgeschichte', '""', 'zwischen', 'Paris', 'und', 'Pina', 'Bausch', '""', 'zum', 'großen', 'Glück', 'unserer', 'Stadt', '""', '.']","['O', 'B-LOCderiv', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",train
346,http://www.on-live.de/nachrichten_226_DEU_HTML.php?text=20081211APD0511.xml [2008-12-11] ,"['Der', 'UN-Sicherheitsrat', 'hatte', 'die', 'Gruppe', 'erst', 'am', 'Mittwochabend', 'als', 'Terrororganisation', 'eingestuft', '.']","['O', 'B-ORGpart', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",train
347,http://www.barmstedter-zeitung.de/nachrichten/home/top-thema/article//die-verkaufte-stadt.html [2010-09-25] ,"['So', 'wird', 'in', 'dem', 'Vorstandspapier', 'unter', 'anderen', 'namentlich', 'die', '""', 'Unternehmensgruppe', 'Orthmann/Rotermund', '""', 'aufgeführt', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",train
348,http://rss.feedsportal.com/c/393/f/5907/s/40e9f5d/l/0L0Squotenmeter0Bde0Ccms0C0Dp10Fn0Gp20F346740Gp30F/story01.htm [2009-05-03] ,"['Der', 'drei', 'Platz', 'heißt', 'ja', 'nicht', ',', 'dass', 'ich', 'eine', 'Verliererin', 'bin', '""', ',', 'sagte', 'die', '19-Jährige', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",train
349,welt.de vom 18.02.2005 [2005-02-18] ,"['Diesmal', 'steht', 'er', 'vor', 'dem', 'Amtsgericht', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O']",train
350,http://de.wikipedia.org/wiki/Michael_Portier [2009-11-01] ,"['Eine', 'seiner', 'letzten', 'Maßnahmen', 'war', 'die', 'Gründung', 'eines', 'Krankenhauses', ',', 'das', 'heutige', 'Providence', 'Hospital', ',', 'das', 'damals', 'wie', 'heute', 'von', 'der', 'Charitas', 'betrieben', 'wird', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",train
351,http://www.teckbote-online.de/region/lokales/Artikel1183802.cfm [2007-08-02] ,"['Auf', 'dem', 'Terminplan', 'stand', 'unter', 'anderem', 'eine', 'Führung', 'durch', 'das', 'Haus', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",train
352,http://de.wikipedia.org/wiki/Père_Joseph [2009-12-31] ,"['Ehrungen', 'In', 'Rueil-Malmaison', 'befindet', 'sich', 'die', 'Villa', 'Père', 'Josephs', 'in', 'direkter', 'Nachbarschaft', 'zum', 'Anwesen', 'von', 'Kardinal', 'Richelieu', '.']","['O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",train
353,http://www.n24.de/auto/article.php?articleId=82767&teaserId=83127 [2006-11-15] ,"['Die', 'Energie', ',', 'die', 'man', 'hier', 'für', 'den', 'Wasserstoffantrieb', 'verwendet', ',', 'könnte', 'sinnvoller', 'verwendet', 'werden', '""', ',', 'sagte', 'der', 'Verkehrspolitische', 'Sprecher', 'des', 'VCD', ',', 'Gert', 'Lottsiepen', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'B-PER', 'I-PER', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",train
354,http://de.wikipedia.org/wiki/Mouthier-Haute-Pierre [2009-11-13] ,"['Nachdem', 'die', 'Einwohnerzahl', 'in', 'der', 'ersten', 'Hälfte', 'des', '20.', 'Jahrhunderts', 'markant', 'abgenommen', 'hatte', '(', '1881', 'wurden', 'noch', '831', 'Personen', 'gezählt', ')', ',', 'wurden', 'seit', 'Beginn', 'der', '1960er', 'Jahre', 'nur', 'noch', 'relativ', 'geringe', 'Schwankungen', 'verzeichnet', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",train
355,http://www.heise.de/newsticker/IDF-Weshalb-viele-Systeminfo-Tools-falsche-CPU-Temperaturen-anzeigen--/meldung/114656 [2008-08-22] ,"['Deshalb', 'zeigen', 'viele', 'Systeminfo-Tools', 'dann', 'auch', 'falsche', 'Werte', 'an', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",train
356,http://www.lauterbacher-anzeiger.de/lokales/kultur/7777607.htm [2009-10-30] ,"['Der', 'Herrngarten', 'im', 'Sommer', 'und', 'der', 'Grüne', 'Vorgarten', ',', 'lassen', 'einen', 'beinahe', 'im', 'stilistischen', 'Urwald', 'stehen', ',', 'doch', 'dann', 'kommen', 'schon', 'diese', 'herrlichen', 'Landschaften', 'aus', 'dem', 'Hunsrück', ',', 'dem', 'Müller-Linow', 'bis', 'zuletzt', 'verbunden', 'blieb', '.']","['O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",train
357,http://www.rp-online.de/wissen/umwelt/Kadaver-von-seltenem-Java-Nashorn-entdeckt_aid_866009.html [2010-06-07] ,"['Im', 'Ujung-Kulon-Nationalpark', 'leben', 'schätzungsweise', 'noch', '44', 'Java-Nashörner', ',', 'vier', 'weitere', 'Exemplare', 'werden', 'in', 'Vietnam', 'vermutet', '.']","['O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",train
358,http://www.cash.ch/news/story/448/564007/40/40 [2008-07-10] ,"['Der', 'angeschlagene', 'US-Hypothekenkonzern', 'Freddie', 'Mac', 'hat', 'Spekulationen', 'eines', 'ehemaligen', 'Notenbank-Gouverneurs', 'über', 'eine', 'drohende', 'Zahlungsunfähigkeit', 'zurückgewiesen', '.']","['O', 'O', 'B-LOCpart', 'B-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",train
359,tagesschau.de vom 10.11.2005 [2005-11-10] ,"['Um', '444', 'Sitze', 'bewerben', 'sich', 'landesweit', 'knapp', '5300', 'Kandidaten', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",train
360,fr-aktuell.de vom 06.09.2005 [2005-09-06] ,"['Die', 'Kabine', 'stürzte', 'in', 'die', 'Tiefe', ',', 'zwei', 'weitere', 'gerieten', 'so', 'stark', 'in', 'Schwingungen', ',', 'dass', 'die', 'Insassen', 'herausgeschleudert', 'wurden', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",train
361,http://de.wikipedia.org/wiki/Battlestar_Galactica_(Spiel) [2010-01-16] ,"['Die', 'Überlebenden', 'suchen', 'unter', 'Führung', 'des', 'Museumsschiffs', 'Galactica', 'den', 'Planeten', 'Kobol', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-OTH', 'O', 'O', 'B-LOC', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",train
362,http://fm4.orf.at/ondrusova/220786 [2007-11-21] ,"['Gogol', 'Bordello', 'Karten', 'zu', 'verkaufen', '!']","['B-ORG', 'I-ORG', 'O', 'O', 'O', 'O']","['B-PER', 'O', 'O', 'O', 'O', 'O']",train
363,"http://www.oberpfalznetz.de/zeitung/2055589-100,1,0.html [2011-01-18] ","['""', 'Wenn', 'kleine', 'Gymnasiasten', 'schon', 'in', 'der', 'fünften', 'Klasse', 'mit', 'den', 'Hausaufgaben', 'Probleme', 'haben', ',', 'sollten', 'Eltern', 'gründlich', 'darüber', 'nachdenken', ',', 'ob', 'sie', 'ihrem', 'Kind', 'mit', 'dieser', 'Schulform', 'einen', 'Gefallen', 'tun', '""', ',', 'warnt', 'die', 'Pädagogin', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",train
364,http://de.wikipedia.org/wiki/Buddenberg-Arboretum [2009-11-06] ,"['Benannt', 'ist', 'der', 'frei', 'zugängliche', 'Park', 'nach', 'seinem', 'Initiator', ',', 'dem', 'Driburger', 'Unternehmer', 'Adolf', 'Buddenberg', '(', '1904–1969', ')', ',', 'der', 'u.a', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOCderiv', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",train
365,http://www.handelsblatt.com/magazin/sonstiges/golf-european-pga-golfprofi-siem-verpasst-zweiten-turniersieg;2595493 [2010-06-06] ,"['Embedden', 'Marcel', 'Siem', 'hatte', 'nach', 'der', 'dritten', 'Runde', 'noch', 'mit', 'drei', 'Schlägen', 'Vorsprung', 'geführt', '.']","['O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",train
366,fr-aktuell.de vom 26.03.2005 [2005-03-26] ,"['Denn', ',', 'so', 'Traxler', ':', '""', 'Es', 'ist', 'ein', 'demokratisches', 'Denkmal', '.', '""']","['O', 'O', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",train
367,http://de.wikipedia.org/wiki/2_Millionen_Dollar_Trinkgeld [2009-10-06] ,"['Cunningham', 'scherzte', ',', 'dass', 'es', 'die', 'Hälfte', 'als', 'Trinkgeld', 'gibt', ',', 'wenn', 'er', 'gewinnen', 'würde', '.']","['B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",train
368,http://kurier.at/nachrichten/295699.php [2009-02-18] ,"['""', 'Rechtmäßige', 'Waffenbesitzer', 'haben', 'nichts', 'zu', 'befürchten', '.', '""']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",train
369,http://www.news.ch/Zeitungskommentatoren+fordern+Ruecktritt+von+Schmid/315379/detail.htm [2011-01-16] ,"['Schmid', 'stehe', 'isolierter', 'da', 'als', 'je', 'zuvor', ',', 'meinen', 'dagegen', 'zwei', 'Westschweizer', 'Zeitungen', '.']","['B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOCderiv', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",train
370,http://de.wikipedia.org/wiki/Die_Neunte_Kompanie [2009-11-25] ,"['Als', 'sie', 'schließlich', 'eine', 'Anhöhe', 'sichern', 'sollen', ',', 'wird', 'das', 'Lager', 'von', 'Mudschaheddin', 'angegriffen', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",train
371,http://de.wikipedia.org/wiki/Kulm_(Tauplitz) [2010-01-11] ,"['1975', ',', '1986', ',', '1996', 'und', '2006', 'wurden', 'Skiflug-Weltmeisterschaften', 'auf', 'der', 'Schanze', 'durchgeführt', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",train
372,http://de.wikipedia.org/wiki/Józef_Wilkoń [2009-03-22] ,"['Bilder', 'und', 'Idee', 'von', 'Józef', 'und', 'Piotr', 'Wikoń', '.']","['O', 'O', 'O', 'O', 'B-PER', 'O', 'B-PER', 'I-PER', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",train
373,http://de.wikipedia.org/wiki/Quiverfull-Bewegung [2009-03-14] ,"['Es', 'entstanden', 'Mailinglisten', ',', 'Websites', 'und', 'der', 'Quiverfull', 'Digest', 'Kathryn', 'Joyce', '(', '09', 'November', '2006', ')', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-OTH', 'I-OTH', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",train
374,http://www.taz.de/1/politik/amerika/artikel/1/bush-bleibt-hart/?src=HL&cHash=c546819f64 [2007-12-04] ,"['Moskau', 'und', 'Peking', 'sehen', 'sich', 'durch', 'den', 'Bericht', 'der', 'US-Gemeindienste', 'darin', 'bestätigt', ',', 'dass', 'Iran', 'kein', 'verbotenes', 'militärisches', 'Atomprogramm', 'betreibt', '.']","['B-LOC', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOCpart', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",train
375,http://de.wikipedia.org/wiki/Dork_Tower [2009-10-09] ,"['Er', 'ist', 'somit', 'die', 'Quelle', 'für', 'jeglichen', 'Geek-Wahn', 'der', 'Mud-Bay-Gemeinschaft', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORGpart', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",train
376,http://www.radio.cz/de/print/nachrichten/135176.html [2011-01-21] ,"['Die', 'rechtlich', 'unverbindliche', 'Erklärung', 'unterzeichneten', 'der', 'Prager', 'Erzbischof', 'Dominik', 'Duka', ',', 'der', 'Vorsitzende', 'des', 'Ökumenischen', 'Kirchenrats', 'Joel', 'Ruml', 'sowie', 'Vertreter', 'der', 'Föderation', 'jüdischer', 'Gemeinden', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'B-LOCderiv', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'B-PER', 'I-PER', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",train
377,"http://www.manager-magazin.de/unternehmen/artikel/0,2828,638937,00.html [2009-07-29] ","['Das', 'bietet', 'dem', 'Unternehmen', ',', 'das', 'so', 'sparsam', 'ist', ',', 'die', 'Telefonnummer', 'des', 'eigenen', 'Pressesprechers', 'eher', 'zu', 'verstecken', 'denn', 'herauszustellen', ',', 'die', 'Chance', 'auf', 'billige', 'öffentliche', 'Aufmerksamkeit', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",train
378,stern.de vom 25.04.2006 [2006-04-25] ,"['""', 'Ich', 'heie', 'wie', 'eine', 'Frucht', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O']",train
379,"http://www.appenzellerzeitung.ch/nachrichten/politik/international/international/Die-Saat-des-Nationalismus;art119478,1657296.html [2010-12-20] ","['Daran', ',', 'dass', 'der', 'Nordkaukasus', 'zu', 'einem', '«', 'inneren', 'Ausland', '»', 'geworden', 'ist', ',', 'trägt', 'die', 'Politik', 'der', 'vergangenen', 'zwanzig', 'Jahre', 'eine', 'grosse', 'Mitschuld', '.']","['O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",train
